gpca,     p10,     Faulty_GPCA_Prop10-ROR-1-3,     true,    0,    TRUE_FOR_MAX_STEPS,     2,     65.811,     65.45,     3.545,     61.905,     6,     6,     0.59,     10.317,     p1 = (System_On => (Disable_Audio = out_Is_Audio_Disabled));,     
wbs,     p1,     Prop1-LOR-0-5,     true,    3,    MUTANT_TIME_OUT,     3,     3681.165,     3654.054,     3607.255,     46.799,     59,     60,     61.139,     0.779,     p1 = ((((not skid_r) => (pedal_r > 4)) and (skid_r => (AltPressure_r >= 40))) xor (((NormalPressure_r < pedal_r) and (NormalPressure_r < pedal_r)) => ((NormalPressure_r > 6) xor skid_r)));,     
wbs,     p1,     Prop1-ROR-6-15,     true,    1,    TRUE_FOR_MAX_STEPS,     4,     18.325,     18.287,     8.54,     9.747,     12,     12,     0.711,     0.812,     p1 = ((((pedal_r > 0) and (pedal_r <= 4)) and (not skid_r)) => ((AltPressure_r < NormalPressure_r) and (AltPressure_r = 0)));,     
wbs,     p1,     Prop1-ROR-6-17,     true,    1,    TRUE_FOR_MAX_STEPS,     4,     17.429,     17.386,     8.234,     9.152,     12,     12,     0.686,     0.762,     p1 = ((((pedal_r > 0) and (pedal_r <= 4)) and (not skid_r)) => ((AltPressure_r < NormalPressure_r) and (AltPressure_r = 0)));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0-0-ROR-0-0,     true,    1,    TRUE_FOR_MAX_STEPS,     3,     59.193,     58.242,     8.955,     49.287,     13,     13,     0.688,     3.791,     p1 = (System_On => (Disable_Audio = out_Is_Audio_Disabled));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0-1-ROR-0-3,     true,    1,    TRUE_FOR_MAX_STEPS,     2,     61.607,     61.033,     8.036,     52.997,     13,     13,     0.618,     4.076,     p1 = (System_On => (Disable_Audio = out_Is_Audio_Disabled));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0-1-ROR-0-2,     true,    1,    TRUE_FOR_MAX_STEPS,     2,     81.071,     80.54,     6.196,     74.344,     11,     11,     0.563,     6.758,     p1 = ((Disable_Audio = out_Is_Audio_Disabled) or (not System_On));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0-0-ROR-0--1,     true,    1,    TRUE_FOR_MAX_STEPS,     3,     57.934,     57.398,     8.673,     48.725,     13,     13,     0.667,     3.748,     p1 = (System_On => (Disable_Audio = out_Is_Audio_Disabled));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0--1-ROR-0-1,     true,    1,    TRUE_FOR_MAX_STEPS,     3,     28.222,     27.716,     8.133,     19.583,     13,     13,     0.625,     1.506,     p1 = ((not System_On) or (Disable_Audio = out_Is_Audio_Disabled));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0--1-ROR-0--1,     true,    1,    TRUE_FOR_MAX_STEPS,     3,     29.514,     28.977,     8.222,     20.755,     13,     13,     0.632,     1.596,     p1 = ((not System_On) or (Disable_Audio = out_Is_Audio_Disabled));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0-1-ROR-0-2,     true,    1,    TRUE_FOR_MAX_STEPS,     2,     81.402,     80.975,     6.591,     74.384,     11,     11,     0.599,     6.762,     p1 = ((Disable_Audio = out_Is_Audio_Disabled) or (not System_On));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0-1-ROR-0-3,     true,    1,    TRUE_FOR_MAX_STEPS,     2,     60.135,     59.645,     8.044,     51.601,     13,     13,     0.618,     3.969,     p1 = (System_On => (Disable_Audio = out_Is_Audio_Disabled));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0--1-ROR-0-1,     true,    1,    TRUE_FOR_MAX_STEPS,     3,     28.42,     27.988,     7.924,     20.064,     13,     13,     0.609,     1.543,     p1 = ((not System_On) or (Disable_Audio = out_Is_Audio_Disabled));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0-1-ROR-0-0,     true,    1,    TRUE_FOR_MAX_STEPS,     3,     33.435,     32.801,     9.046,     23.755,     13,     13,     0.695,     1.827,     p1 = (System_On => (Disable_Audio = out_Is_Audio_Disabled));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0-0-ROR-0--1,     true,    1,    TRUE_FOR_MAX_STEPS,     3,     58.555,     58.042,     8.952,     49.09,     13,     13,     0.688,     3.776,     p1 = (System_On => (Disable_Audio = out_Is_Audio_Disabled));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0-0-ROR-0-2,     true,    1,    TRUE_FOR_MAX_STEPS,     2,     31.716,     31.099,     8.801,     22.298,     14,     14,     0.628,     1.592,     p1 = (System_On => (Disable_Audio = out_Is_Audio_Disabled));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0-1-ROR-0-1,     true,    1,    TRUE_FOR_MAX_STEPS,     3,     36.919,     36.337,     8.626,     27.711,     13,     13,     0.663,     2.131,     p1 = ((Disable_Audio = out_Is_Audio_Disabled) or (not System_On));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0-1-ROR-0--1,     true,    1,    TRUE_FOR_MAX_STEPS,     3,     58.479,     58.012,     8.622,     49.39,     13,     13,     0.663,     3.799,     p1 = (System_On => (Disable_Audio = out_Is_Audio_Disabled));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0--1-ROR-0--1,     true,    1,    TRUE_FOR_MAX_STEPS,     3,     29.06,     28.601,     7.9,     20.701,     13,     13,     0.607,     1.592,     p1 = ((not System_On) or (Disable_Audio = out_Is_Audio_Disabled));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0--1-ROR-0-0,     true,    1,    TRUE_FOR_MAX_STEPS,     2,     50.51,     50.069,     6.287,     43.782,     11,     11,     0.571,     3.98,     p1 = ((Disable_Audio = out_Is_Audio_Disabled) or (not System_On));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0--1-ROR-0--1,     true,    1,    TRUE_FOR_MAX_STEPS,     3,     30.353,     29.94,     7.894,     22.046,     13,     13,     0.607,     1.695,     p1 = ((not System_On) or (Disable_Audio = out_Is_Audio_Disabled));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0-1-ROR-0-0,     true,    1,    TRUE_FOR_MAX_STEPS,     3,     32.525,     32.037,     8.748,     23.289,     13,     13,     0.672,     1.791,     p1 = (System_On => (Disable_Audio = out_Is_Audio_Disabled));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0--1-ROR-0-1,     true,    1,    TRUE_FOR_MAX_STEPS,     3,     28.205,     27.778,     8.017,     19.761,     13,     13,     0.616,     1.52,     p1 = ((not System_On) or (Disable_Audio = out_Is_Audio_Disabled));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0-1-ROR-0--1,     true,    1,    TRUE_FOR_MAX_STEPS,     3,     58.035,     57.538,     8.652,     48.886,     13,     13,     0.665,     3.76,     p1 = (System_On => (Disable_Audio = out_Is_Audio_Disabled));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0-1-ROR-0-1,     true,    1,    TRUE_FOR_MAX_STEPS,     3,     37.495,     36.938,     8.74,     28.198,     13,     13,     0.672,     2.169,     p1 = ((Disable_Audio = out_Is_Audio_Disabled) or (not System_On));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0--1-ROR-0-2,     true,    1,    TRUE_FOR_MAX_STEPS,     2,     49.684,     49.332,     6.171,     43.161,     11,     11,     0.561,     3.923,     p1 = ((Disable_Audio = out_Is_Audio_Disabled) or (not System_On));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0--1-ROR-0-0,     true,    1,    TRUE_FOR_MAX_STEPS,     2,     50.082,     49.755,     6.268,     43.487,     11,     11,     0.569,     3.953,     p1 = ((Disable_Audio = out_Is_Audio_Disabled) or (not System_On));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0-1-ROR-0-3,     true,    1,    TRUE_FOR_MAX_STEPS,     2,     60.932,     60.433,     8.42,     52.013,     13,     13,     0.647,     4.001,     p1 = (System_On => (Disable_Audio = out_Is_Audio_Disabled));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0-1-ROR-0-0,     true,    1,    TRUE_FOR_MAX_STEPS,     3,     32.955,     32.343,     8.832,     23.511,     13,     13,     0.679,     1.808,     p1 = (System_On => (Disable_Audio = out_Is_Audio_Disabled));,     
gpca,     p10,     Faulty_GPCA_Prop10-LOR-0--1-ROR-0-0,     true,    1,    TRUE_FOR_MAX_STEPS,     2,     50.518,     50.129,     6.27,     43.859,     11,     11,     0.57,     3.987,     p1 = ((Disable_Audio = out_Is_Audio_Disabled) or (not System_On));,     
gpca,     p1,     Faulty_GPCA_Prop1-LOR-1--1-LOR-1-3,     true,    2,    TRUE_FOR_MAX_STEPS,     2,     35.259,     35.065,     6.538,     28.527,     9,     9,     0.726,     3.169,     p1 = (((Reservoir_Empty and System_On) and ((not In_Therapy) => In_Therapy)) => (out_Highest_Level_Alarm = 4));,     
gpca,     p7,     Faulty_GPCA_Prop7-ROR-2-1-ROR-3-5,     true,    1,    TRUE_FOR_MAX_STEPS,     6,     48.519,     47.804,     15.463,     32.341,     20,     20,     0.773,     1.617,     p1 = ((System_On and (Disable_Audio >= 1)) => ((Disable_Audio = out_Is_Audio_Disabled) and (out_Audio_Notification_Command = 0)));,     
gpca,     p7,     Faulty_GPCA_Prop7-ROR-1-1-ROR-5-9,     true,    0,    TRUE_FOR_MAX_STEPS,     6,     467.969,     467.378,     15.41,     451.968,     19,     19,     0.811,     23.787,     p1 = ((System_On and (Disable_Audio >= 1)) => ((out_Audio_Notification_Command = 0) and (Disable_Audio = out_Is_Audio_Disabled)));,     
gpca,     p7,     Faulty_GPCA_Prop7-ROR-4-5-ROR-5-9,     true,    0,    TRUE_FOR_MAX_STEPS,     4,     27.694,     27.531,     4.735,     22.796,     9,     9,     0.526,     2.532,     p1 = ((System_On and (Disable_Audio > 0)) => ((out_Audio_Notification_Command = 0) and (Disable_Audio = out_Is_Audio_Disabled)));,     
gpca,     p7,     Faulty_GPCA_Prop7-ROR-2-1-ROR-5-9,     true,    0,    TRUE_FOR_MAX_STEPS,     4,     20.235,     20.049,     5.539,     14.51,     10,     10,     0.553,     1.451,     p1 = ((System_On and (Disable_Audio >= 1)) => ((out_Audio_Notification_Command = 0) and (Disable_Audio = out_Is_Audio_Disabled)));,     
gpca,     p7,     Faulty_GPCA_Prop7-ROR-4-4-ROR-5-10,     true,    0,    TRUE_FOR_MAX_STEPS,     2,     11.904,     11.787,     3.22,     8.567,     6,     6,     0.536,     1.427,     p1 = ((System_On and (Disable_Audio > 0)) => ((out_Audio_Notification_Command = 0) and (Disable_Audio = out_Is_Audio_Disabled)));,     
gpca,     p7,     Faulty_GPCA_Prop7-LOR-1-1-ROR-5-10,     true,    0,    TRUE_FOR_MAX_STEPS,     4,     140.349,     139.853,     12.963,     126.89,     16,     16,     0.81,     7.93,     p1 = ((System_On and (Disable_Audio > 0)) => ((out_Audio_Notification_Command = 0) and (Disable_Audio = out_Is_Audio_Disabled)));,     
gpca,     p7,     Faulty_GPCA_Prop7-ROR-1-0-ROR-5-9,     true,    0,    TRUE_FOR_MAX_STEPS,     5,     192.987,     192.334,     17.542,     174.792,     20,     20,     0.877,     8.739,     p1 = ((System_On and (Disable_Audio > 0)) => ((out_Audio_Notification_Command = 0) and (Disable_Audio = out_Is_Audio_Disabled)));,     
gpca,     p7,     Faulty_GPCA_Prop7-ROR-2-2-ROR-3-12,     true,    1,    TRUE_FOR_MAX_STEPS,     6,     45.135,     44.562,     14.529,     30.033,     20,     20,     0.726,     1.501,     p1 = ((System_On and (Disable_Audio >= 1)) => ((Disable_Audio = out_Is_Audio_Disabled) and (out_Audio_Notification_Command = 0)));,     
gpca,     p7,     Faulty_GPCA_Prop7-ROR-2-1-ROR-5-13,     true,    0,    TRUE_FOR_MAX_STEPS,     5,     38.896,     38.669,     7.553,     31.116,     12,     12,     0.629,     2.593,     p1 = ((System_On and (Disable_Audio >= 1)) => ((out_Audio_Notification_Command = 0) and (Disable_Audio = out_Is_Audio_Disabled)));,     
gpca,     p7,     Faulty_GPCA_Prop7-ROR-1-3-ROR-5-9,     true,    0,    TRUE_FOR_MAX_STEPS,     5,     137.471,     136.864,     13.965,     122.899,     19,     19,     0.735,     6.468,     p1 = (((Disable_Audio > 0) and System_On) => ((out_Audio_Notification_Command = 0) and (Disable_Audio = out_Is_Audio_Disabled)));,     
infusion,     p1,     Faulty_Prop1-ROR-5-4-ROR-12-24,     true,    0,    TRUE_FOR_MAX_STEPS,     2,     15.893,     15.724,     7.33,     8.394,     6,     6,     1.221,     1.399,     p1 = (((((((false xor (Current_System_Mode = 6)) xor ((Current_System_Mode >= 0) xor (Current_System_Mode > 2))) or (Current_System_Mode = 3)) or (Current_System_Mode = 4)) or (Current_System_Mode = 7)) or (Current_System_Mode = 7)) or (Current_System_Mode = 8));,     
infusion,     p1,     Faulty_Prop1-LOR-0-16-ROR-0-27,     true,    3,    MINIMAL_EXISTS_UKNOWN,     3,     631.83,     630.922,     611.208,     19.714,     12,     12,     50.934,     1.642,     p1 = ((not (not (Current_System_Mode <= 5))) xor ((not (Current_System_Mode <= 4)) xor ((Current_System_Mode <= 8) xor (Current_System_Mode >= 0))));,     
infusion,     p1,     Faulty_Prop1-LOR-0-10-ROR-0-31,     true,    3,    MINIMAL_EXISTS_UKNOWN,     3,     632.102,     631.3,     611.829,     19.471,     12,     12,     50.985,     1.622,     p1 = ((not (not (Current_System_Mode <= 5))) xor ((not (Current_System_Mode <= 4)) xor ((Current_System_Mode <= 8) xor (Current_System_Mode >= 0))));,     
infusion,     p3,     Faulty_Prop3-ROR-2-2-ROR-3-4,     true,    0,    TRUE_FOR_MAX_STEPS,     2,     63.577,     63.148,     17.583,     45.565,     20,     20,     0.879,     2.278,     p1 = ((System_On and (Highest_Level_Alarm = 4)) => (Commanded_Flow_Rate = 0));,     
infusion,     p3,     Faulty_Prop3-ROR-2-1-ROR-3-8,     true,    0,    TRUE_FOR_MAX_STEPS,     2,     58.289,     57.896,     15.362,     42.534,     20,     20,     0.768,     2.126,     p1 = ((System_On and (Highest_Level_Alarm = 4)) => (Commanded_Flow_Rate = 0));,     
infusion,     p9,     Faulty_Prop9-LOR-1-0-ROR-1-0,     true,    1,    TRUE_FOR_MAX_STEPS,     2,     36.307,     36.088,     7.977,     28.111,     13,     13,     0.613,     2.162,     p1 = ((System_On and (Highest_Level_Alarm = 4)) => (((Current_System_Mode = 1) or (Current_System_Mode = 6)) or (Current_System_Mode = 7)));,     
wbs,     p1,     Prop1-LOR-2-1-ROR-5-1,     true,    0,    TRUE_FOR_MAX_STEPS,     3,     18.614,     18.548,     10.135,     8.413,     13,     13,     0.779,     0.647,     p1 = ((((pedal_r < 5) and (pedal_r >= 1)) and (not skid_r)) => ((AltPressure_r > 0) or (NormalPressure_r > 0)));,     
wbs,     p1,     Prop1-ROR-4-5-ROR-8-18,     true,    0,    TRUE_FOR_MAX_STEPS,     2,     19.771,     19.752,     10.287,     9.465,     8,     8,     1.285,     1.183,     p1 = ((((pedal_r > 0) and (pedal_r < 5)) and (not skid_r)) => ((AltPressure_r > 0) or (NormalPressure_r >= 1)));,     
wbs,     p1,     Prop1-ROR-2-0-ROR-2-4,     true,    1,    TRUE_FOR_MAX_STEPS,     5,     16.734,     16.703,     8.449,     8.254,     11,     11,     0.768,     0.75,     p1 = ((((pedal_r > 4) xor (pedal_r > 0)) and (not skid_r)) => ((AltPressure_r > 0) or (NormalPressure_r > 0)));,     
wbs,     p3,     Prop3-ROR-3--1-ROR-4-8,     true,    0,    TRUE_FOR_MAX_STEPS,     4,     17.208,     17.167,     7.958,     9.209,     10,     10,     0.795,     0.92,     p1 = ((((pedal_r <= 4) and (pedal_r > 0)) and (not skid_r)) => (NormalPressure_r > 0));,     
wbs,     p3,     Prop3-LOR-1-1-ROR-1--1,     true,    2,    TRUE_FOR_MAX_STEPS,     2,     68.833,     68.322,     53.796,     14.526,     18,     18,     2.988,     0.807,     p1 = ((((pedal_r >= 1) and (not skid_r)) and (skid_r xor (pedal_r <= 4))) => (NormalPressure_r > 0));,     
wbs,     p3,     Prop3-LOR-2-1-ROR-5-3,     true,    0,    TRUE_FOR_MAX_STEPS,     3,     21.769,     21.698,     11.828,     9.87,     12,     12,     0.985,     0.822,     p1 = ((((pedal_r >= 1) and (pedal_r < 5)) and (not skid_r)) => (NormalPressure_r > 0));,     
wbs,     p3,     Prop3-LOR-2-1-ROR-2-3,     true,    1,    TRUE_FOR_MAX_STEPS,     3,     14.829,     14.8,     7.052,     7.748,     9,     9,     0.783,     0.86,     p1 = ((((pedal_r < 5) and (pedal_r >= 1)) and (not skid_r)) => (NormalPressure_r > 0));,     
wbs,     p3,     Prop3-ROR-4-8-ROR-6-13,     true,    0,    TRUE_FOR_MAX_STEPS,     2,     11.596,     11.578,     5.228,     6.35,     8,     8,     0.653,     0.793,     p1 = ((((pedal_r > 0) and (pedal_r < 5)) and (not skid_r)) => (NormalPressure_r >= 1));,     
wbs,     p3,     Prop3-ROR-3--1-ROR-4-1,     true,    0,    TRUE_FOR_MAX_STEPS,     3,     10.679,     10.66,     4.629,     6.031,     8,     8,     0.578,     0.753,     p1 = ((((pedal_r < 5) and (pedal_r > 0)) and (not skid_r)) => (NormalPressure_r > 0));,     
wbs,     p3,     Prop3-LOR-1-0-LOR-1-3,     true,    2,    TRUE_FOR_MAX_STEPS,     3,     67.231,     66.724,     51.318,     15.406,     20,     20,     2.565,     0.77,     p1 = ((((pedal_r > 0) or skid_r) xor ((pedal_r > 4) or skid_r)) => (NormalPressure_r > 0));,     
wbs,     p3,     Prop3-LOR-2-0-ROR-5-3,     true,    0,    TRUE_FOR_MAX_STEPS,     4,     19.032,     18.977,     9.802,     9.175,     12,     12,     0.816,     0.764,     p1 = ((((pedal_r < 5) and (pedal_r >= 1)) and (not skid_r)) => (NormalPressure_r > 0));,     
wbs,     p3,     Prop3-LOR-1-1-ROR-1-4,     true,    2,    TRUE_FOR_MAX_STEPS,     4,     69.887,     69.376,     51.999,     17.377,     21,     21,     2.476,     0.827,     p1 = ((((pedal_r < 5) and (pedal_r >= 1)) and ((not skid_r) and (not skid_r))) => (NormalPressure_r > 0));,     
gpca,     p3,     Faulty_GPCA_Prop3-LOR-2-3-ROR-4-0,     true,    0,    TRUE_FOR_MAX_STEPS,     2,     157.122,     155.38,     31.928,     123.452,     24,     24,     1.33,     5.143,     p1 = ((((System_On and In_Therapy) xor ((not Reservoir_Empty) xor (not Reservoir_Empty))) and (VTBI_High < Volume_Infused)) => (out_Highest_Level_Alarm >= 3));,     
gpca,     p3,     Faulty_GPCA_Prop3-LOR-2--1-LOR-2-2,     true,    2,    TRUE_FOR_MAX_STEPS,     2,     44.562,     44.288,     9.452,     34.836,     10,     10,     0.945,     3.483,     p1 = ((((System_On and In_Therapy) xor ((not Reservoir_Empty) xor (not Reservoir_Empty))) and (Volume_Infused > VTBI_High)) => (out_Highest_Level_Alarm >= 3));,     
gpca,     p6,     Faulty_GPCA_Prop6-ROR-4-6-ROR-5-11,     true,    1,    TRUE_FOR_MAX_STEPS,     7,     75.531,     74.596,     19.633,     54.963,     26,     26,     0.755,     2.113,     p1 = (((System_On and (out_Highest_Level_Alarm >= 3)) and (Disable_Audio <= 0)) => ((out_Is_Audio_Disabled = 0) and (out_Audio_Notification_Command = Audio_Level)));,     
gpca,     p6,     Faulty_GPCA_Prop6-LOR-4-9-ROR-5-6,     true,    1,    TRUE_FOR_MAX_STEPS,     7,     91.293,     89.961,     24.425,     65.536,     26,     26,     0.939,     2.52,     p1 = (((System_On and (out_Highest_Level_Alarm >= 3)) and (Disable_Audio <= 0)) => ((out_Is_Audio_Disabled = 0) and (out_Audio_Notification_Command = Audio_Level)));,     
gpca,     p7,     Faulty_GPCA_Prop7-LOR-0-0-ROR-0-9,     true,    2,    TRUE_FOR_MAX_STEPS,     8,     1639.201,     1634.217,     1461.521,     172.696,     40,     40,     36.538,     4.317,     p1 = (((out_Audio_Notification_Command = 0) and (Disable_Audio = out_Is_Audio_Disabled)) or ((Disable_Audio = 0) or (not System_On)));,     
gpca,     p9,     Faulty_GPCA_Prop9-LOR-0-4-ROR-0-7,     true,    2,    TRUE_FOR_MAX_STEPS,     4,     60.977,     60.216,     12.346,     47.87,     14,     14,     0.881,     3.419,     p1 = (((out_Highest_Level_Alarm >= 5) xor (out_Highest_Level_Alarm < 1)) => ((out_Highest_Level_Alarm = 0) and (not System_On)));,     
gpca,     p9,     Faulty_GPCA_Prop9-ROR-1-2-ROR-1-6,     true,    1,    TRUE_FOR_MAX_STEPS,     2,     15.648,     15.518,     3.823,     11.695,     7,     7,     0.546,     1.67,     p1 = (System_On => ((out_Highest_Level_Alarm <= 4) and (out_Highest_Level_Alarm >= 1)));,     
gpca,     p9,     Faulty_GPCA_Prop9-ROR-2-0-ROR-3-5,     true,    0,    TRUE_FOR_MAX_STEPS,     2,     13.473,     13.38,     2.917,     10.463,     5,     5,     0.583,     2.092,     p1 = (System_On => ((out_Highest_Level_Alarm <= 4) and (out_Highest_Level_Alarm >= 1)));,     
gpca,     p9,     Faulty_GPCA_Prop9-ROR-0-2-ROR-0-7,     true,    2,    TRUE_FOR_MAX_STEPS,     4,     61.906,     61.38,     11.596,     49.784,     14,     14,     0.828,     3.556,     p1 = (((out_Highest_Level_Alarm >= 5) xor (out_Highest_Level_Alarm < 1)) => ((out_Highest_Level_Alarm = 0) and (not System_On)));,     
gpca,     p9,     Faulty_GPCA_Prop9-LOR-0-0-ROR-0-4,     true,    2,    TRUE_FOR_MAX_STEPS,     3,     156.088,     155.618,     13.198,     142.42,     14,     14,     0.942,     10.172,     p1 = ((System_On => (out_Highest_Level_Alarm < 1)) xor (System_On xor (out_Highest_Level_Alarm >= 5)));,     
gpca,     p9,     Faulty_GPCA_Prop9-LOR-1-4-ROR-1-7,     true,    1,    TRUE_FOR_MAX_STEPS,     2,     15.123,     14.998,     3.724,     11.274,     7,     7,     0.532,     1.61,     p1 = (System_On => ((out_Highest_Level_Alarm <= 4) and (out_Highest_Level_Alarm >= 1)));,     
gpca,     p9,     Faulty_GPCA_Prop9-ROR-2-2-ROR-3-4,     true,    0,    TRUE_FOR_MAX_STEPS,     2,     9.682,     9.571,     3.213,     6.358,     5,     5,     0.642,     1.271,     p1 = (System_On => ((out_Highest_Level_Alarm <= 4) and (out_Highest_Level_Alarm >= 1)));,     
gpca,     p9,     Faulty_GPCA_Prop9-LOR-0-1-ROR-0-8,     true,    2,    TRUE_FOR_MAX_STEPS,     4,     45.098,     44.661,     11.087,     33.574,     14,     14,     0.791,     2.398,     p1 = (((out_Highest_Level_Alarm < 0) xor (out_Highest_Level_Alarm < 5)) and ((out_Highest_Level_Alarm < 1) => (not System_On)));,     
gpca,     p9,     Faulty_GPCA_Prop9-ROR-0-1-ROR-0-8,     true,    2,    TRUE_FOR_MAX_STEPS,     4,     57.979,     57.492,     11.889,     45.603,     14,     14,     0.849,     3.257,     p1 = (((out_Highest_Level_Alarm >= 5) xor (out_Highest_Level_Alarm < 1)) => ((out_Highest_Level_Alarm = 0) and (not System_On)));,     
gpca,     p9,     Faulty_GPCA_Prop9-LOR-0-1-ROR-0-3,     true,    2,    TRUE_FOR_MAX_STEPS,     4,     40.404,     39.859,     10.677,     29.182,     15,     15,     0.711,     1.945,     p1 = ((System_On => (out_Highest_Level_Alarm >= 1)) and ((out_Highest_Level_Alarm < 5) and (out_Highest_Level_Alarm >= 0)));,     
gpca,     p9,     Faulty_GPCA_Prop9-ROR-2-2-ROR-3-6,     true,    0,    TRUE_FOR_MAX_STEPS,     2,     10.292,     10.162,     3.312,     6.85,     5,     5,     0.662,     1.37,     p1 = (System_On => ((out_Highest_Level_Alarm <= 4) and (out_Highest_Level_Alarm >= 1)));,     
gpca,     p9,     Faulty_GPCA_Prop9-ROR-0-2-ROR-0-5,     true,    2,    TRUE_FOR_MAX_STEPS,     3,     71.692,     71.138,     12.411,     58.727,     15,     15,     0.827,     3.915,     p1 = ((System_On and (out_Highest_Level_Alarm = 0)) xor ((out_Highest_Level_Alarm <= 4) xor (out_Highest_Level_Alarm < 0)));,     
gpca,     p9,     Faulty_GPCA_Prop9-LOR-0-0-ROR-0-3,     true,    2,    TRUE_FOR_MAX_STEPS,     4,     85.235,     84.577,     13.819,     70.758,     17,     17,     0.812,     4.162,     p1 = (((out_Highest_Level_Alarm >= 0) xor (out_Highest_Level_Alarm >= 5)) and ((not System_On) or (out_Highest_Level_Alarm >= 1)));,     
gpca,     p9,     Faulty_GPCA_Prop9-LOR-0--1-ROR-0-6,     true,    2,    TRUE_FOR_MAX_STEPS,     4,     51.362,     50.828,     12.505,     38.323,     14,     14,     0.893,     2.737,     p1 = (((out_Highest_Level_Alarm < 0) xor (out_Highest_Level_Alarm < 5)) and ((out_Highest_Level_Alarm < 1) => (not System_On)));,     
gpca,     p9,     Faulty_GPCA_Prop9-ROR-1-0-ROR-1-8,     true,    1,    TRUE_FOR_MAX_STEPS,     2,     16.478,     16.348,     4.446,     11.902,     7,     7,     0.635,     1.7,     p1 = (System_On => ((out_Highest_Level_Alarm <= 4) and (out_Highest_Level_Alarm >= 1)));,     
gpca,     p9,     Faulty_GPCA_Prop9-ROR-2-4-ROR-3-6,     true,    0,    TRUE_FOR_MAX_STEPS,     2,     15.594,     15.476,     3.317,     12.159,     5,     5,     0.663,     2.431,     p1 = (System_On => ((out_Highest_Level_Alarm <= 4) and (out_Highest_Level_Alarm >= 1)));,     
gpca,     p9,     Faulty_GPCA_Prop9-LOR-0-3-ROR-0-6,     true,    2,    TRUE_FOR_MAX_STEPS,     4,     54.15,     53.623,     12.506,     41.117,     14,     14,     0.893,     2.936,     p1 = (((out_Highest_Level_Alarm < 0) xor (out_Highest_Level_Alarm < 5)) and ((out_Highest_Level_Alarm < 1) => (not System_On)));,     
gpca,     p9,     Faulty_GPCA_Prop9-ROR-0-2-ROR-0-4,     true,    2,    TRUE_FOR_MAX_STEPS,     4,     66.065,     65.553,     13.305,     52.248,     14,     14,     0.95,     3.732,     p1 = (((out_Highest_Level_Alarm >= 5) xor (out_Highest_Level_Alarm < 1)) => ((out_Highest_Level_Alarm = 0) and (not System_On)));,     
gpca,     p9,     Faulty_GPCA_Prop9-LOR-1-3-ROR-1-4,     true,    1,    TRUE_FOR_MAX_STEPS,     2,     17.508,     17.339,     4.334,     13.005,     7,     7,     0.619,     1.857,     p1 = (System_On => ((out_Highest_Level_Alarm <= 4) and (out_Highest_Level_Alarm >= 1)));,     
gpca,     p9,     Faulty_GPCA_Prop9-ROR-1--1-ROR-1-8,     true,    1,    TRUE_FOR_MAX_STEPS,     2,     17.365,     17.243,     4.431,     12.812,     7,     7,     0.633,     1.83,     p1 = (System_On => ((out_Highest_Level_Alarm <= 4) and (out_Highest_Level_Alarm >= 1)));,     
gpca,     p9,     Faulty_GPCA_Prop9-ROR-0-0-ROR-0-4,     true,    2,    TRUE_FOR_MAX_STEPS,     4,     60.607,     60.118,     12.8,     47.318,     14,     14,     0.914,     3.379,     p1 = (((out_Highest_Level_Alarm >= 5) xor (out_Highest_Level_Alarm < 1)) => ((out_Highest_Level_Alarm = 0) and (not System_On)));,     
gpca,     p9,     Faulty_GPCA_Prop9-ROR-0-0-ROR-0-7,     true,    2,    TRUE_FOR_MAX_STEPS,     4,     59.391,     58.896,     11.793,     47.103,     14,     14,     0.842,     3.364,     p1 = (((out_Highest_Level_Alarm >= 5) xor (out_Highest_Level_Alarm < 1)) => ((out_Highest_Level_Alarm = 0) and (not System_On)));,     
